Player,Total Hands,VPIP Hands,VPIP %,Evaluation,Sample Size Adequate
506c290e,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
af592142,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
78da134a,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
e2a915fa,6,3,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
e49c5475,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
2c4c8f89,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
92b8feef,6,3,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
3d6895b6,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
bb70bfd8,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
d54a8e5c,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
de30f932,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
546d5600,4,2,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
905dec1b,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
683532b6,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
59460c24,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
5650f7c3,4,2,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
2a0dc87e,4,2,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
45d3a39e,4,2,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
34ded99d,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
b30499c4,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
22dc0ad9,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
5ccedac9,4,2,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
f8ac1f74,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
28e18b7e,4,2,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
d70c3005,4,2,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
9cc0da70,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
eeead8b0,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
b40d3118,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
ca7dc5db,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
cf59a679,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
4a881d0d,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
6a17e02a,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
a6a4aebd,4,2,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
3191cf18,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
c887a470,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
b7cbb9e0,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
2948946e,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
3f4a472a,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
c5a5afa0,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
941750c1,4,2,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
e2d20a60,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
c066742f,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
82c46146,10,5,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
3fadff07,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
9980d517,4,2,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
90f71142,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
f63383c6,4,2,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
3d03e091,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
a704e059,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
6cb757e6,6,3,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
a7a9496,4,2,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
9373c52c,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
49800469,6,3,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
eca5371d,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
e49a1c63,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
4d4f244d,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
11271b8e,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
b01aa20b,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
529fd7e7,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
e15f8ffa,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
4f5de429,4,2,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
dc0b10e7,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
88efc24a,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
d218415f,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
e8cff382,4,2,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
ed80e507,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
1313ebb9,4,2,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
8998267b,4,2,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
b94b560d,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
40364842,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
380eaa82,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
83f88815,4,2,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
3640d4f3,4,2,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
c9926492,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
9d32a2bf,8,4,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
56349b06,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
8a0c98a8,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
339a3435,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
4d91df6c,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
6cd33b23,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
73963eca,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
2418d1d0,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
378bef30,6,3,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
7bf43a7d,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
a3677532,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
2a709ff2,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
7be886fb,6,3,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
553646b,4,2,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
b0f44bd2,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
2c943cbe,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
ac801453,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
1ba741c,4,2,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
978cf7f0,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
c236e8dd,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
599ebf13,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
514f7db4,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
eb5b4d51,4,2,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
83eeaabe,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
546407f4,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
633b43a0,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
9e86253,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
7050b632,4,2,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
eb5d0547,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
544237a7,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
db69cd1c,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
8763d60c,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
2125893b,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
3485be42,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
7b2c894a,6,3,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
ce8deee5,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
65d6b118,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
751fa0b7,4,2,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
e6ccc887,4,2,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
dbca61b1,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
508d1783,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
de62cf19,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
68afdd17,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
90bfe4,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
c098f74b,6,3,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
9c5c7dc7,6,3,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
9365e787,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
1aaabe70,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
ce46f8b6,4,2,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
6470b7ea,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
46cbd047,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
bc5a92d,4,2,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
a7dc536e,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
1b6d5388,4,2,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
928d6bd8,4,2,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
f6e1aedc,8,4,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
53e16222,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
ad427e64,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
72521ceb,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
81e0d65c,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
8681c47e,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
1bcd30fc,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
50226d15,4,2,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
63f5d23c,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
bc6f35af,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
f0a6a13d,4,2,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
7fa1f5f8,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
4b985a20,4,2,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
bc4905fc,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
7d00f38c,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
e97549f6,6,3,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
12baf4a9,4,2,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
db432b74,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
cb680539,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
92a89452,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
5b131719,4,2,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
dd6ad67d,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
4e134314,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
6ca2f8ef,4,2,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
314665cd,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
846800b1,8,4,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
49ba88bc,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
3e1ddb5e,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
a8278e89,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
b8a0158b,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
784fe509,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
d013ba72,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
8e7f677e,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
19efe260,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
d5fccf83,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
7beeceed,10,5,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
c3784fe0,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
4878e28b,6,3,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
dee2d428,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
fcb49585,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
b9627fbc,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
dcc2c61,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
ca4850ec,6,3,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
ba22a463,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
e5ce4fce,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
2563e3da,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
e2e1d741,4,2,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
caafe8c1,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
81a28aca,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
5aaf69b6,4,2,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
15f4872c,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
574fa90c,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
7a4e8009,4,2,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
4dd04c23,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
64387551,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
2005dcee,4,2,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
2bb7720a,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
8f7902f8,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
f3eaacd9,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
3dded469,4,2,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
786c5295,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
950717ec,4,2,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
4cb18ab9,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
9b7f3373,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
7c64b2d9,4,2,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
47cbfdd7,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
db0177e2,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
4ffd875d,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
692a6c79,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
3d0643b,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
31c67efc,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
1da98881,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
e0c305dd,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
1e22450d,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
e88b6bcf,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
81efcfbe,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
8db371ab,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
76effe6c,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
ee38f5aa,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
6d02f470,4,2,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
c0b45935,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
cea7088d,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
d690ba22,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
6e101984,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
fc2163c6,4,2,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
d3e52072,4,2,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
bbb137a6,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
bb1af55,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
76c942f2,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
6f3c9a6a,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
c1853,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
5a89d528,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
ad9c8545,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
f719483e,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
e472bdac,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
7af8c1d6,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
befe2123,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
4c27b323,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
b7ed89b3,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
e98154bf,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
582182a8,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
8a68f46d,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
1f320220,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
5afdd350,4,2,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
d40b3083,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
81da5a89,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
e01128c7,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
d0db63f8,4,2,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
39ccc0b5,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
15ce0bf9,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
b705287c,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
bfaa237,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
8a08d78,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
fc6c26b2,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
8ca33686,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
d4988ed6,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
74fbfad3,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
4910e5c,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
7866ccb8,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
d796dfa4,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
72b5a4c6,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
1e6a87b6,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
62b46ce3,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
fadab3d5,6,3,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
cb2a59af,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
ebf7f81e,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
77978f72,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
b9061379,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
cd6b1e58,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
91af94d4,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
6e8cbe33,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
38989318,4,2,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
6cae6caf,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
dc018eca,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
61b36c65,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
bb669d73,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
b8e2491d,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
58564b09,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
fdbba1f7,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
a6fc06bb,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
fd55482e,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
62f5ffac,4,2,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
d8c7ff1a,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
f87e326e,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
3c9f6ab6,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
90cd9d97,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
eff3ce69,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
3c78d29b,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
3262d2d7,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
cb09ee33,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
2664e35c,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
4d5398cb,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
dd2214c6,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
12a587f6,2,1,50.00%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
93056ee9,13,6,46.15%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
fe0566a4,13,6,46.15%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
63a77bff,13,6,46.15%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
5c8c19b7,24,11,45.83%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
331f667d,11,5,45.45%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
a8c3f97d,11,5,45.45%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
7c8b3964,9,4,44.44%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
dcd4e05,9,4,44.44%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
94c257a9,9,4,44.44%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
9135e49d,9,4,44.44%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
74f9576e,9,4,44.44%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
7b1c045a,9,4,44.44%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
d738c756,9,4,44.44%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
7da1f29c,9,4,44.44%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
7cfb455f,9,4,44.44%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
95d29c49,9,4,44.44%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
21e0e4ee,9,4,44.44%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
220e27c3,9,4,44.44%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
74edd878,9,4,44.44%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
67f46384,9,4,44.44%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
31ec9894,9,4,44.44%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
9504d835,9,4,44.44%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
e4aeeb30,7,3,42.86%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
c83a952b,7,3,42.86%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
d2fb1cd9,7,3,42.86%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
4ec50768,7,3,42.86%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
304e7bcd,7,3,42.86%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
9c1c8cec,7,3,42.86%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
65900825,7,3,42.86%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
621c3c07,7,3,42.86%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
38f4cc4d,7,3,42.86%,超松（极高）- 过于激进的打法，可能玩太多弱牌,No
